epoch,train_mse,test_mse,train_r2,test_r2,lr
2140,0.00631350,0.01251739,0.99368650,0.98666829,0.00001563
2141,0.00632140,0.01261169,0.99367857,0.98655987,0.00001563
2142,0.00645999,0.01245722,0.99353999,0.98674083,0.00001563
2143,0.00626655,0.01249074,0.99373347,0.98669100,0.00001563
2144,0.00642909,0.01247734,0.99357086,0.98671979,0.00001563
2145,0.00672036,0.01267188,0.99327964,0.98652631,0.00001563
2146,0.00625148,0.01215950,0.99374855,0.98704833,0.00001563
2147,0.00650651,0.01274835,0.99349350,0.98642778,0.00001563
2148,0.00662535,0.01271923,0.99337471,0.98646563,0.00001563
2149,0.00690655,0.01300093,0.99309349,0.98618001,0.00001563
2150,0.00685540,0.01282408,0.99314463,0.98635697,0.00001563
2151,0.00669238,0.01277186,0.99330765,0.98641247,0.00001563
2152,0.00701664,0.01327798,0.99298334,0.98588604,0.00001563
2153,0.00626166,0.01246427,0.99373829,0.98672378,0.00001563
2154,0.00675186,0.01271917,0.99324811,0.98645699,0.00001563
2155,0.00665545,0.01272207,0.99334455,0.98646832,0.00001563
2156,0.00656258,0.01283251,0.99343741,0.98633784,0.00001563
2157,0.00622541,0.01236004,0.99377459,0.98682857,0.00001563
2158,0.00653266,0.01267926,0.99346739,0.98649263,0.00001563
2159,0.00653464,0.01242138,0.99346536,0.98678625,0.00001563
2160,0.00688549,0.01277983,0.99311447,0.98640394,0.00001563
2161,0.00644006,0.01240317,0.99355996,0.98678839,0.00001563
2162,0.00619260,0.01230942,0.99380738,0.98688531,0.00001563
2163,0.00638728,0.01239230,0.99361271,0.98680949,0.00001563
2164,0.00680607,0.01268995,0.99319386,0.98649746,0.00001563
2165,0.00642702,0.01238894,0.99357295,0.98681056,0.00001563
2166,0.00644804,0.01252669,0.99355197,0.98666662,0.00001563
2167,0.00628475,0.01229010,0.99371529,0.98690307,0.00001563
2168,0.00675259,0.01296955,0.99324739,0.98618037,0.00001563
2169,0.00697625,0.01312567,0.99302375,0.98604691,0.00001563
2170,0.00631516,0.01234781,0.99368483,0.98685318,0.00001563
2171,0.00631655,0.01229701,0.99368346,0.98690391,0.00001563
2172,0.00661570,0.01240369,0.99338430,0.98680311,0.00001563
2173,0.00624795,0.01225703,0.99375200,0.98694587,0.00001563
2174,0.00678645,0.01291805,0.99321353,0.98626453,0.00001563
2175,0.00668306,0.01273062,0.99331695,0.98646045,0.00001563
2176,0.00696189,0.01329892,0.99303806,0.98583061,0.00001563
2177,0.00634408,0.01256790,0.99365592,0.98661900,0.00001563
2178,0.00652692,0.01296129,0.99347311,0.98619413,0.00001563
2179,0.00695677,0.01305397,0.99304318,0.98613715,0.00001563
2180,0.00622870,0.01231048,0.99377131,0.98688853,0.00001563
2181,0.00655441,0.01248082,0.99344563,0.98670673,0.00001563
2182,0.00688157,0.01288574,0.99311841,0.98629743,0.00001563
2183,0.00659621,0.01273007,0.99340379,0.98644841,0.00001563
2184,0.00649958,0.01240105,0.99350041,0.98679560,0.00001563
2185,0.00679240,0.01260627,0.99320757,0.98660016,0.00001563
2186,0.00633444,0.01234447,0.99366558,0.98685688,0.00001563
2187,0.00639944,0.01244618,0.99360061,0.98674911,0.00001563
2188,0.00650739,0.01290511,0.99349260,0.98624980,0.00001563
2189,0.00631943,0.01269925,0.99368060,0.98648107,0.00001563
2190,0.00658975,0.01268738,0.99341023,0.98651099,0.00001563
2191,0.00628719,0.01223720,0.99371284,0.98696971,0.00001563
2192,0.00741434,0.01329983,0.99258566,0.98586076,0.00001563
2193,0.00661643,0.01268050,0.99338359,0.98650503,0.00001563
2194,0.00641374,0.01277036,0.99358630,0.98640311,0.00001563
2195,0.00701026,0.01296075,0.99298972,0.98620933,0.00001563
2196,0.00629332,0.01231142,0.99370670,0.98688382,0.00001563
2197,0.00679024,0.01294664,0.99320972,0.98623985,0.00001563
2198,0.00663466,0.01253313,0.99336529,0.98666573,0.00001563
2199,0.00650280,0.01265438,0.99349725,0.98652899,0.00001563
2200,0.00605304,0.01216477,0.99394691,0.98703736,0.00001563
2201,0.00711884,0.01293181,0.99288112,0.98622119,0.00001563
2202,0.00644819,0.01236650,0.99355179,0.98683113,0.00001563
2203,0.00620407,0.01233089,0.99379593,0.98686713,0.00001563
2204,0.00689349,0.01285573,0.99310654,0.98632646,0.00001563
2205,0.00613181,0.01228627,0.99386823,0.98690826,0.00001563
2206,0.00637591,0.01261542,0.99362409,0.98657048,0.00001563
2207,0.00645613,0.01226985,0.99354386,0.98693812,0.00001563
2208,0.00620775,0.01226263,0.99379224,0.98693520,0.00001563
2209,0.00640214,0.01257527,0.99359787,0.98661590,0.00001563
2210,0.00711032,0.01318554,0.99288964,0.98600024,0.00001563
2211,0.00650475,0.01254883,0.99349529,0.98664749,0.00001563
2212,0.00670260,0.01286543,0.99329746,0.98631287,0.00001563
2213,0.00645029,0.01246928,0.99354970,0.98672795,0.00001563
2214,0.00691285,0.01290906,0.99308711,0.98627782,0.00001563
2215,0.00705778,0.01306217,0.99294221,0.98611450,0.00001563
2216,0.00622731,0.01230265,0.99377263,0.98689473,0.00001563
2217,0.00636059,0.01253461,0.99363941,0.98664618,0.00001563
2218,0.00672767,0.01271795,0.99327236,0.98647213,0.00001563
2219,0.00668370,0.01284250,0.99331629,0.98633301,0.00001563
