rank,hidden_dims,depth,width,lr,weight_decay,dropout,params,best_epoch,total_epochs,n_train,n_test,test_mse,test_rmse,test_mae,test_r2,train_mse,train_r2,overfit_gap,time_sec,Fx_R2,Fx_MAE,Fx_RMSE,Fx_MAPE%,Fy_R2,Fy_MAE,Fy_RMSE,Fy_MAPE%,Fz_R2,Fz_MAE,Fz_RMSE,Fz_MAPE%,Torque_R2,Torque_MAE,Torque_RMSE,Torque_MAPE%
454,"[128, 256, 512, 256]",4,512,0.005000,0.000100,0.200000,305412,1695,1996,5760,1440,0.013602,0.116626,0.070549,0.985583,0.009345,0.990655,0.005072,1240.600000,0.997334,0.040325,0.051103,13.251885,0.951931,0.151903,0.211668,122.116463,0.995677,0.051665,0.066899,23.165966,0.997390,0.038304,0.050164,70.053177
455,"[64, 128, 256, 128, 64]",5,256,0.000100,0.000000,0.200000,87108,1410,1711,5760,1440,0.013605,0.116642,0.072036,0.985589,0.006307,0.993693,0.008104,1064.600000,0.996997,0.041688,0.054234,18.730219,0.952808,0.151425,0.209728,99.808746,0.995603,0.052005,0.067472,29.270420,0.996949,0.043028,0.054237,114.697617
456,"[64, 128, 256, 128, 64]",5,256,0.000500,0.000010,0.000000,87108,310,611,5760,1440,0.013610,0.116662,0.067093,0.985529,0.003134,0.996866,0.011337,374.700000,0.997985,0.035539,0.044427,14.983475,0.949490,0.153507,0.216977,125.108597,0.996892,0.043164,0.056726,26.783857,0.997749,0.036162,0.046583,34.435955
457,"[64, 128, 256, 128]",4,256,0.005000,0.000100,0.100000,78980,675,976,5760,1440,0.013611,0.116666,0.069036,0.985558,0.009999,0.990001,0.004443,574.900000,0.996539,0.043131,0.058225,17.360912,0.951472,0.153426,0.212675,107.713669,0.996472,0.045672,0.060440,21.810623,0.997749,0.033916,0.046585,26.926514
458,"[128, 256, 256, 128, 64]",5,256,0.005000,0.000000,0.100000,148036,525,826,5760,1440,0.013618,0.116697,0.067761,0.985522,0.004439,0.995561,0.010038,543.000000,0.997959,0.034116,0.044718,15.609728,0.949704,0.156451,0.216516,141.289459,0.996911,0.043530,0.056549,23.808395,0.997515,0.036946,0.048949,129.210358
459,"[64, 128, 128, 64]",4,128,0.000100,0.000100,0.200000,37188,867,1168,5760,1440,0.013618,0.116698,0.072855,0.985575,0.007209,0.992791,0.007217,668.300000,0.996949,0.042662,0.054666,18.149374,0.952625,0.153552,0.210134,88.597786,0.995576,0.053758,0.067678,33.188358,0.997149,0.041448,0.052430,81.140915
460,"[128, 256, 256, 128, 64]",5,256,0.000100,0.000010,0.000000,148036,326,627,5760,1440,0.013641,0.116796,0.070384,0.985520,0.003361,0.996639,0.011118,408.900000,0.997698,0.038167,0.047484,14.070116,0.950818,0.154730,0.214104,91.171310,0.996272,0.047849,0.062131,26.683794,0.997294,0.040792,0.051080,91.760338
461,"[128, 256, 512, 256]",4,512,0.000100,0.000010,0.000000,305412,250,551,5760,1440,0.013641,0.116797,0.067054,0.985483,0.002528,0.997472,0.011989,340.400000,0.998111,0.033698,0.043016,15.077151,0.948647,0.157937,0.218779,110.094261,0.997200,0.041978,0.053840,23.558239,0.997975,0.034601,0.044188,110.427727
462,"[64, 128, 256, 128, 64]",5,256,0.000500,0.001000,0.200000,87108,1500,1801,5760,1440,0.013647,0.116819,0.071275,0.985534,0.006553,0.993447,0.007914,1148.000000,0.996718,0.044039,0.056703,17.329245,0.952079,0.152129,0.211342,110.854469,0.996032,0.048905,0.064094,20.654438,0.997305,0.040028,0.050972,91.427841
463,"[64, 128, 256, 256, 128]",5,256,0.000500,0.000000,0.200000,145284,505,806,5760,1440,0.013649,0.116827,0.069186,0.985509,0.005514,0.994485,0.008977,517.200000,0.997783,0.037333,0.046605,16.193283,0.950305,0.154065,0.215217,106.060265,0.996230,0.047774,0.062476,22.640585,0.997717,0.037572,0.046911,127.459396
464,"[64, 128, 256, 256, 128]",5,256,0.005000,0.000000,0.200000,145284,428,729,5760,1440,0.013650,0.116834,0.071479,0.985515,0.006080,0.993920,0.008405,460.100000,0.997514,0.039585,0.049347,13.458500,0.951210,0.153572,0.213251,102.481987,0.996273,0.049733,0.062117,25.468248,0.997063,0.043024,0.053209,47.133991
465,"[128, 256, 256, 128, 64]",5,256,0.001000,0.000010,0.100000,148036,797,1098,5760,1440,0.013658,0.116868,0.068923,0.985500,0.003542,0.996458,0.010959,760.600000,0.997517,0.038544,0.049318,11.880943,0.950512,0.151903,0.214771,123.973846,0.996340,0.047759,0.061556,18.963541,0.997630,0.037488,0.047797,48.867073
466,"[128, 256, 512, 256, 128]",5,512,0.000100,0.000010,0.000000,338052,663,964,5760,1440,0.013658,0.116869,0.066606,0.985470,0.001343,0.998657,0.013187,632.700000,0.998100,0.034148,0.043141,13.870269,0.948496,0.158142,0.219101,96.945030,0.996884,0.043258,0.056803,24.574881,0.998402,0.030875,0.039253,55.268833
467,"[128, 256, 256, 128]",4,256,0.000500,0.000100,0.200000,139908,792,1093,5760,1440,0.013690,0.117005,0.071071,0.985493,0.004285,0.995715,0.010222,688.700000,0.997112,0.041075,0.053186,12.352036,0.952123,0.148828,0.211245,122.357658,0.995710,0.052122,0.066646,21.672762,0.997027,0.042261,0.053537,116.422745
468,"[64, 128, 256, 128]",4,256,0.000500,0.000100,0.200000,78980,382,683,5760,1440,0.013703,0.117060,0.072433,0.985484,0.007226,0.992774,0.007290,398.800000,0.996904,0.044142,0.055073,13.231850,0.952299,0.150955,0.210857,86.967773,0.995637,0.052856,0.067207,25.909855,0.997094,0.041779,0.052933,83.450638
469,"[64, 128, 256, 128, 64]",5,256,0.000100,0.001000,0.000000,87108,724,1025,5760,1440,0.013709,0.117084,0.067008,0.985438,0.002549,0.997451,0.012013,643.400000,0.997790,0.034869,0.046527,12.674747,0.949805,0.153079,0.216299,110.158623,0.996488,0.044323,0.060299,25.362312,0.997668,0.035761,0.047417,54.407173
470,"[128, 256, 256, 128, 64]",5,256,0.001000,0.000000,0.100000,148036,346,647,5760,1440,0.013712,0.117099,0.070775,0.985455,0.005350,0.994650,0.009195,422.900000,0.997253,0.040186,0.051872,17.383780,0.951120,0.154969,0.213446,101.784355,0.996036,0.048067,0.064067,26.106842,0.997413,0.039879,0.049942,65.767288
471,"[128, 256, 256, 128, 64]",5,256,0.000500,0.000010,0.100000,148036,610,911,5760,1440,0.013715,0.117110,0.069153,0.985447,0.003706,0.996294,0.010847,620.300000,0.997735,0.037587,0.047106,13.015798,0.950635,0.151595,0.214502,116.549850,0.996040,0.048828,0.064032,24.056673,0.997377,0.038603,0.050289,67.893242
472,"[64, 128, 128, 64]",4,128,0.000500,0.000010,0.100000,37188,1091,1392,5760,1440,0.013722,0.117140,0.072362,0.985452,0.005334,0.994666,0.009214,807.400000,0.996641,0.045629,0.057363,13.933648,0.952129,0.151499,0.211232,109.983376,0.996252,0.048299,0.062291,23.199783,0.996788,0.044020,0.055651,75.988998
473,"[128, 256, 256, 128, 64]",5,256,0.000500,0.000000,0.100000,148036,267,568,5760,1440,0.013729,0.117172,0.070529,0.985436,0.005315,0.994685,0.009249,376.700000,0.997162,0.041358,0.052726,16.065165,0.951238,0.151662,0.213188,95.977753,0.996197,0.047869,0.062750,28.953987,0.997147,0.041230,0.052443,83.905869
474,"[64, 128, 256, 256, 128]",5,256,0.000500,0.000100,0.200000,145284,346,647,5760,1440,0.013742,0.117226,0.070731,0.985420,0.006936,0.993064,0.007645,430.500000,0.996821,0.043621,0.055805,17.896145,0.950934,0.153655,0.213852,110.619987,0.996312,0.048522,0.061792,23.869757,0.997612,0.037125,0.047987,109.071541
475,"[128, 256, 256, 128]",4,256,0.001000,0.000010,0.200000,139908,267,568,5760,1440,0.013743,0.117230,0.073945,0.985472,0.007107,0.992893,0.007422,343.200000,0.996607,0.045865,0.057656,18.820255,0.953484,0.151375,0.208222,91.725998,0.994635,0.057977,0.074528,28.737345,0.997161,0.040564,0.052314,37.277924
476,"[64, 128, 128, 64]",4,128,0.005000,0.000000,0.100000,37188,1045,1346,5760,1440,0.013760,0.117304,0.071787,0.985431,0.005069,0.994932,0.009501,752.600000,0.996800,0.043806,0.055991,17.274384,0.952314,0.150220,0.210824,85.419998,0.995322,0.053529,0.069595,25.376080,0.997287,0.039591,0.051142,81.694824
477,"[64, 128, 256, 128]",4,256,0.000500,0.000000,0.200000,78980,393,694,5760,1440,0.013765,0.117323,0.072153,0.985410,0.006441,0.993559,0.008148,388.100000,0.996710,0.043983,0.056771,14.708667,0.951759,0.155346,0.212047,96.992645,0.995951,0.049185,0.064743,23.154533,0.997221,0.040096,0.051766,48.510872
478,"[128, 256, 512, 256]",4,512,0.005000,0.001000,0.100000,305412,1985,2000,5760,1440,0.013779,0.117385,0.067818,0.985344,0.010573,0.989427,0.004083,1241.500000,0.997880,0.035221,0.045575,14.500600,0.948261,0.160438,0.219599,93.338875,0.996880,0.044592,0.056836,26.849371,0.998355,0.031019,0.039823,98.705208
479,"[64, 128, 256, 128]",4,256,0.000100,0.000000,0.000000,78980,596,897,5760,1440,0.013787,0.117416,0.069251,0.985356,0.002863,0.997137,0.011781,505.600000,0.998139,0.033715,0.042701,12.547233,0.949149,0.159513,0.217707,120.245552,0.996150,0.049094,0.063137,25.318727,0.997988,0.034681,0.044047,73.591713
480,"[256, 512, 512, 256]",4,512,0.005000,0.000100,0.100000,541956,1197,1498,5760,1440,0.013816,0.117540,0.072135,0.985378,0.009351,0.990649,0.005271,945.600000,0.996875,0.042560,0.055329,14.499475,0.952500,0.150155,0.210412,101.393585,0.995118,0.054372,0.071093,24.043707,0.997019,0.041452,0.053612,58.812206
481,"[128, 256, 256, 128, 64]",5,256,0.000100,0.001000,0.200000,148036,911,1212,5760,1440,0.013819,0.117555,0.074933,0.985380,0.004807,0.995193,0.009813,840.200000,0.996286,0.047748,0.060320,20.013252,0.953356,0.150976,0.208506,106.839279,0.995349,0.055140,0.069395,24.391230,0.996528,0.045867,0.057859,116.389542
482,"[128, 256, 256, 128]",4,256,0.005000,0.000100,0.100000,139908,912,1213,5760,1440,0.013828,0.117592,0.072853,0.985337,0.009489,0.990511,0.005174,743.700000,0.996652,0.044573,0.057269,13.466244,0.951312,0.154906,0.213027,136.863754,0.996159,0.050288,0.063065,22.198591,0.997227,0.041644,0.051710,58.565407
483,"[256, 512, 512, 256]",4,512,0.005000,0.001000,0.100000,541956,1452,1753,5760,1440,0.013832,0.117608,0.068248,0.985311,0.011811,0.988189,0.002877,1127.800000,0.997670,0.036641,0.047771,14.560210,0.949083,0.158290,0.217849,90.127846,0.996128,0.047671,0.063316,25.798582,0.998363,0.030391,0.039722,103.038490
484,"[128, 256, 256, 128]",4,256,0.005000,0.001000,0.100000,139908,1704,2000,5760,1440,0.013849,0.117682,0.066217,0.985264,0.010886,0.989114,0.003850,1230.200000,0.998091,0.032845,0.043242,16.076458,0.947559,0.159548,0.221084,92.380623,0.996941,0.043167,0.056282,28.372854,0.998465,0.029309,0.038472,42.377361
485,"[128, 256, 256, 128]",4,256,0.001000,0.000010,0.100000,139908,270,571,5760,1440,0.013854,0.117701,0.071678,0.985318,0.006033,0.993967,0.008649,345.600000,0.996762,0.043811,0.056319,14.384749,0.951513,0.151187,0.212587,114.489998,0.995824,0.051177,0.065751,26.070063,0.997172,0.040535,0.052214,85.307945
486,"[128, 256, 256, 128]",4,256,0.001000,0.000000,0.200000,139908,228,529,5760,1440,0.013862,0.117738,0.072256,0.985303,0.007060,0.992940,0.007638,304.900000,0.996667,0.044711,0.057144,16.956577,0.951293,0.154315,0.213069,83.807365,0.996084,0.048481,0.063678,27.497694,0.997168,0.041516,0.052252,88.818932
487,"[128, 256, 256, 128]",4,256,0.000100,0.000000,0.000000,139908,330,631,5760,1440,0.013879,0.117807,0.067504,0.985237,0.002731,0.997269,0.012032,366.600000,0.998122,0.033261,0.042888,13.802552,0.947777,0.160270,0.220624,105.745224,0.996819,0.044369,0.057387,20.565554,0.998230,0.032115,0.041312,35.503372
488,"[128, 256, 256, 128, 64]",5,256,0.000500,0.000000,0.200000,148036,785,1086,5760,1440,0.013880,0.117815,0.074757,0.985310,0.004830,0.995170,0.009860,715.600000,0.995977,0.049701,0.062781,19.625368,0.953213,0.149618,0.208827,100.299957,0.995705,0.052013,0.066683,22.969814,0.996344,0.047697,0.059370,92.841507
489,"[64, 128, 256, 128, 64]",5,256,0.000100,0.001000,0.200000,87108,1164,1465,5760,1440,0.013893,0.117868,0.072729,0.985274,0.004653,0.995347,0.010073,934.200000,0.996682,0.044765,0.057013,16.963654,0.951719,0.150360,0.212134,112.842033,0.996126,0.050204,0.063335,30.190950,0.996568,0.045589,0.057521,122.643227
490,"[64, 128, 256, 128, 64]",5,256,0.005000,0.000010,0.200000,87108,1253,1554,5760,1440,0.013911,0.117947,0.074703,0.985293,0.007391,0.992609,0.007316,980.400000,0.996115,0.046902,0.061692,17.857271,0.953738,0.149567,0.207652,104.071373,0.995095,0.054844,0.071261,27.076672,0.996222,0.047498,0.060351,136.249130
491,"[128, 256, 128]",3,256,0.005000,0.000100,0.200000,73604,723,1024,5760,1440,0.013911,0.117947,0.073083,0.985275,0.010134,0.989866,0.004591,541.800000,0.996124,0.047945,0.061622,14.791816,0.952859,0.150790,0.209615,77.982193,0.995651,0.050419,0.067103,22.015768,0.996466,0.043177,0.058372,58.557346
492,"[64, 128, 256, 256, 128]",5,256,0.000100,0.000010,0.000000,145284,727,1028,5760,1440,0.013923,0.117994,0.070401,0.985208,0.001905,0.998095,0.012887,659.000000,0.997437,0.039309,0.050111,14.785902,0.949060,0.158909,0.217898,103.921379,0.996661,0.046439,0.058798,25.001123,0.997674,0.036946,0.047355,54.685524
493,"[128, 256, 256, 128, 64]",5,256,0.000500,0.000010,0.200000,148036,677,978,5760,1440,0.013928,0.118018,0.072932,0.985256,0.005148,0.994852,0.009596,666.800000,0.996141,0.047185,0.061481,17.561977,0.952438,0.149424,0.210549,115.319519,0.995515,0.052874,0.068142,21.549719,0.996931,0.042245,0.054399,95.301056
494,"[64, 128, 256, 128, 64]",5,256,0.000500,0.000100,0.200000,87108,679,980,5760,1440,0.013969,0.118192,0.075975,0.985242,0.006722,0.993278,0.008036,609.400000,0.995528,0.052274,0.066190,21.908848,0.954169,0.149529,0.206683,93.775307,0.994934,0.054805,0.072422,26.112120,0.996335,0.047293,0.059440,133.047607
495,"[256, 512, 512, 256]",4,512,0.005000,0.000100,0.200000,541956,976,1277,5760,1440,0.013977,0.118226,0.072791,0.985198,0.009160,0.990840,0.005641,806.600000,0.996586,0.044222,0.057827,12.412367,0.951807,0.151297,0.211941,119.201736,0.995521,0.052210,0.068100,30.651381,0.996880,0.043434,0.054850,32.656445
496,"[64, 128, 256, 128, 64]",5,256,0.000100,0.000010,0.000000,87108,456,757,5760,1440,0.013993,0.118292,0.070653,0.985146,0.003116,0.996884,0.011739,467.600000,0.997524,0.038417,0.049253,17.188244,0.949403,0.157208,0.217162,101.588913,0.996196,0.048567,0.062758,25.709396,0.997460,0.038417,0.049484,49.159641
497,"[64, 128, 128, 64]",4,128,0.005000,0.000100,0.100000,37188,521,822,5760,1440,0.014009,0.118358,0.072570,0.985154,0.010508,0.989492,0.004338,474.500000,0.996494,0.043044,0.058603,14.311027,0.951299,0.155289,0.213055,97.541153,0.995954,0.049346,0.064720,26.582705,0.996869,0.042601,0.054945,65.217285
498,"[128, 256, 256, 128, 64]",5,256,0.000500,0.000100,0.200000,148036,1017,1318,5760,1440,0.014010,0.118364,0.073573,0.985149,0.006301,0.993699,0.008550,907.200000,0.996285,0.046473,0.060328,18.565422,0.951650,0.154220,0.212287,102.186623,0.996347,0.047946,0.061499,24.096552,0.996315,0.045654,0.059608,125.903961
499,"[64, 128, 256, 256, 128]",5,256,0.000100,0.000100,0.000000,145284,287,588,5760,1440,0.014012,0.118374,0.070427,0.985121,0.003245,0.996755,0.011634,376.900000,0.997594,0.038275,0.048546,17.234455,0.949142,0.155426,0.217721,102.618057,0.996343,0.047664,0.061530,29.360189,0.997403,0.040342,0.050042,53.229458
500,"[64, 128, 256, 128, 64]",5,256,0.000100,0.000100,0.200000,87108,687,988,5760,1440,0.014039,0.118486,0.075339,0.985147,0.006819,0.993181,0.008034,633.800000,0.996640,0.046044,0.057368,19.854647,0.952485,0.152341,0.210446,88.940399,0.995143,0.055426,0.070916,28.380377,0.996320,0.047546,0.059564,168.846283
501,"[128, 256, 256, 128, 64]",5,256,0.000100,0.000100,0.200000,148036,1029,1330,5760,1440,0.014043,0.118502,0.073144,0.985117,0.004722,0.995278,0.010161,901.700000,0.996657,0.044363,0.057225,18.996006,0.951040,0.155488,0.213620,100.147659,0.995883,0.050162,0.065286,24.397005,0.996888,0.042563,0.054775,103.044357
502,"[64, 128, 128, 64]",4,128,0.000100,0.000000,0.200000,37188,694,995,5760,1440,0.014052,0.118539,0.073098,0.985104,0.007882,0.992118,0.007014,557.000000,0.997333,0.039548,0.051109,18.345764,0.950511,0.156243,0.214773,87.016266,0.995696,0.052964,0.066754,30.383533,0.996877,0.043637,0.054869,114.122810
503,"[64, 128, 256, 128, 64]",5,256,0.000100,0.000000,0.000000,87108,592,893,5760,1440,0.014059,0.118570,0.070834,0.985071,0.002870,0.997130,0.012059,533.800000,0.997379,0.039920,0.050674,15.018380,0.948943,0.156763,0.218148,109.579521,0.996391,0.048197,0.061130,30.731028,0.997571,0.038456,0.048393,79.103477
504,"[64, 128, 128, 64]",4,128,0.000100,0.000010,0.200000,37188,1027,1328,5760,1440,0.014079,0.118653,0.072996,0.985093,0.007446,0.992554,0.007461,773.300000,0.996719,0.043857,0.056697,19.365110,0.951570,0.151127,0.212462,100.785316,0.995428,0.052572,0.068801,23.554934,0.996654,0.044429,0.056797,127.398697
505,"[128, 256, 512, 256, 128]",5,512,0.005000,0.001000,0.200000,338052,1691,1992,5760,1440,0.014099,0.118737,0.071865,0.985057,0.011051,0.988949,0.003892,1364.200000,0.996878,0.041492,0.055305,16.117607,0.950108,0.157854,0.215645,92.819290,0.995554,0.051700,0.067846,23.495598,0.997687,0.036414,0.047222,77.423027
506,"[128, 256, 256, 128, 64]",5,256,0.000100,0.000010,0.200000,148036,659,960,5760,1440,0.014111,0.118791,0.075126,0.985074,0.005547,0.994453,0.009379,653.300000,0.996564,0.045707,0.058017,17.299646,0.952270,0.152934,0.210920,92.607315,0.994932,0.056495,0.072438,30.525467,0.996531,0.045367,0.057834,154.238007
507,"[64, 128, 256, 128]",4,256,0.005000,0.001000,0.100000,78980,1911,2000,5760,1440,0.014126,0.118854,0.068862,0.985011,0.011563,0.988437,0.003426,1182.100000,0.997759,0.034976,0.046859,16.478104,0.948813,0.156434,0.218425,93.207397,0.995704,0.049712,0.066690,27.955360,0.997768,0.034327,0.046394,94.886261
508,"[64, 128, 128, 64]",4,128,0.000500,0.000010,0.200000,37188,750,1051,5760,1440,0.014130,0.118870,0.077373,0.985075,0.007243,0.992757,0.007682,598.500000,0.995400,0.052857,0.067128,17.130327,0.954423,0.149811,0.206108,101.911743,0.995059,0.055867,0.071524,30.968351,0.995417,0.050958,0.066470,84.780273
509,"[64, 128, 256, 256, 128]",5,256,0.005000,0.000100,0.100000,145284,1141,1442,5760,1440,0.014143,0.118924,0.074442,0.985026,0.009565,0.990435,0.005409,965.600000,0.996782,0.042961,0.056144,15.019056,0.951199,0.156367,0.213273,111.092697,0.995230,0.056181,0.070273,25.329687,0.996893,0.042257,0.054734,101.869118
510,"[64, 128, 128, 64]",4,128,0.005000,0.000010,0.200000,37188,1177,1478,5760,1440,0.014151,0.118959,0.074814,0.985027,0.007902,0.992098,0.007070,850.300000,0.996792,0.044922,0.056056,19.237185,0.951406,0.153805,0.212821,106.849113,0.994791,0.058117,0.073437,24.747715,0.997120,0.042414,0.052697,96.970787
511,"[128, 256, 256, 128, 64]",5,256,0.000100,0.000000,0.200000,148036,910,1211,5760,1440,0.014157,0.118984,0.074365,0.985009,0.005481,0.994519,0.009510,782.100000,0.997018,0.041663,0.054048,17.950132,0.951522,0.153478,0.212567,107.995575,0.995434,0.053932,0.068755,28.090158,0.996063,0.048388,0.061610,130.904343
512,"[64, 128, 256, 256, 128]",5,256,0.005000,0.001000,0.200000,145284,1885,2000,5760,1440,0.014160,0.118994,0.070746,0.984971,0.010510,0.989490,0.004520,1308.100000,0.997611,0.037039,0.048378,15.634277,0.948713,0.160773,0.218639,96.916061,0.995982,0.047738,0.064502,27.334658,0.997578,0.037434,0.048319,117.256195
513,"[128, 256, 512, 256, 128]",5,512,0.005000,0.000100,0.200000,338052,1014,1315,5760,1440,0.014184,0.119095,0.072915,0.984982,0.009515,0.990485,0.005504,943.500000,0.997350,0.039429,0.050950,17.337280,0.950898,0.154742,0.213930,107.112236,0.995102,0.052714,0.071210,27.045717,0.996575,0.044774,0.057460,69.362984
514,"[128, 256, 256, 128, 64]",5,256,0.001000,0.000100,0.200000,148036,740,1041,5760,1440,0.014195,0.119145,0.075216,0.984973,0.006757,0.993243,0.008269,720.600000,0.996217,0.046830,0.060872,14.821469,0.951626,0.153688,0.212338,91.141495,0.995451,0.054438,0.068629,24.571918,0.996599,0.045909,0.057262,94.462677
515,"[64, 128, 128, 64]",4,128,0.000500,0.000100,0.200000,37188,884,1185,5760,1440,0.014206,0.119190,0.076684,0.984979,0.007036,0.992964,0.007985,687.800000,0.995876,0.049903,0.063559,19.605587,0.952883,0.152493,0.209561,109.380577,0.995196,0.054424,0.070527,25.397385,0.995960,0.049918,0.062412,111.614639
516,"[128, 256, 256, 128]",4,256,0.005000,0.000100,0.200000,139908,1193,1494,5760,1440,0.014247,0.119361,0.074344,0.984918,0.009984,0.990016,0.005098,917.400000,0.996154,0.048461,0.061384,15.814933,0.950745,0.156986,0.214263,113.083824,0.995178,0.054163,0.070657,29.512913,0.997595,0.037767,0.048157,67.682419
517,"[128, 256, 256, 128, 64]",5,256,0.000100,0.000100,0.000000,148036,741,1042,5760,1440,0.014259,0.119411,0.069817,0.984845,0.002205,0.997795,0.012949,686.500000,0.997893,0.035262,0.045430,14.667551,0.947343,0.158337,0.221539,97.677971,0.996513,0.046932,0.060083,21.130705,0.997632,0.038739,0.047780,58.434429
518,"[128, 256, 512, 256, 128]",5,512,0.000100,0.000000,0.000000,338052,485,786,5760,1440,0.014260,0.119414,0.069981,0.984860,0.001846,0.998154,0.013294,493.300000,0.997593,0.037433,0.048561,12.905990,0.948012,0.156911,0.220128,108.881187,0.996073,0.048932,0.063765,26.728348,0.997762,0.036647,0.046456,80.030685
519,"[64, 128, 256, 256, 128]",5,256,0.005000,0.000100,0.200000,145284,1237,1538,5760,1440,0.014264,0.119432,0.073340,0.984890,0.009325,0.990675,0.005785,1058.000000,0.996436,0.044471,0.059089,14.728236,0.950743,0.154961,0.214269,90.544785,0.995680,0.050357,0.066878,24.023012,0.996701,0.043571,0.056398,125.627037
520,"[64, 128, 64]",3,128,0.000100,0.000000,0.200000,20420,833,1134,5760,1440,0.014283,0.119510,0.071591,0.984824,0.007334,0.992666,0.007842,587.400000,0.997469,0.039758,0.049797,16.889223,0.947762,0.160769,0.220657,102.810616,0.996609,0.046261,0.059253,23.902843,0.997458,0.039575,0.049502,105.095840
521,"[128, 256, 256, 128, 64]",5,256,0.005000,0.000100,0.200000,148036,1357,1658,5760,1440,0.014290,0.119542,0.075709,0.984890,0.010038,0.989962,0.005072,1121.500000,0.995726,0.049171,0.064706,16.425694,0.952736,0.150497,0.209889,88.005363,0.995263,0.054369,0.070029,24.321342,0.995833,0.048799,0.063382,122.835724
522,"[128, 256, 512, 256, 128]",5,512,0.005000,0.001000,0.100000,338052,1970,2000,5760,1440,0.014320,0.119668,0.071042,0.984797,0.010566,0.989434,0.004638,1374.700000,0.997571,0.037294,0.048784,18.056835,0.948002,0.159708,0.220148,124.633400,0.996060,0.049749,0.063869,29.228874,0.997555,0.037417,0.048554,108.764954
523,"[128, 256, 256, 128, 64]",5,256,0.001000,0.000010,0.200000,148036,638,939,5760,1440,0.014331,0.119714,0.074638,0.984816,0.006420,0.993580,0.008764,651.000000,0.995540,0.050697,0.066098,18.585934,0.950782,0.155415,0.214182,112.193779,0.996103,0.049215,0.063522,24.873541,0.996839,0.043227,0.055202,84.605820
524,"[64, 128, 256, 128]",4,256,0.005000,0.000100,0.200000,78980,968,1269,5760,1440,0.014336,0.119734,0.074032,0.984833,0.010108,0.989892,0.005060,740.100000,0.995760,0.048718,0.064448,16.666790,0.951292,0.153963,0.213070,100.762482,0.995110,0.054077,0.071156,23.127159,0.997170,0.039372,0.052238,56.261166
525,"[64, 128, 256, 128, 64]",5,256,0.001000,0.000000,0.200000,87108,578,879,5760,1440,0.014336,0.119734,0.077304,0.984852,0.007039,0.992961,0.008109,531.500000,0.996119,0.048930,0.061656,17.127365,0.952486,0.152443,0.210443,99.620895,0.994514,0.059921,0.075367,25.286493,0.996290,0.047921,0.059806,156.237244
526,"[64, 128, 128, 64]",4,128,0.001000,0.000100,0.200000,37188,1339,1640,5760,1440,0.014365,0.119855,0.077212,0.984826,0.007541,0.992459,0.007632,1065.700000,0.995087,0.052358,0.069372,15.015279,0.953815,0.148542,0.207478,99.929893,0.995117,0.056036,0.071103,23.153809,0.995285,0.051910,0.067424,71.178848
527,"[64, 128, 128, 64]",4,128,0.005000,0.001000,0.100000,37188,1631,1932,5760,1440,0.014380,0.119918,0.069787,0.984726,0.011662,0.988338,0.003612,1127.900000,0.997668,0.036069,0.047796,16.875488,0.946907,0.163526,0.222454,126.641579,0.996027,0.048027,0.064140,26.874718,0.998302,0.031528,0.040462,99.482635
528,"[64, 128, 256, 256, 128]",5,256,0.005000,0.001000,0.100000,145284,1752,2000,5760,1440,0.014386,0.119941,0.070378,0.984722,0.010700,0.989300,0.004578,1325.800000,0.997445,0.037866,0.050028,14.552818,0.947431,0.159735,0.221354,101.481415,0.996224,0.048178,0.062529,23.872396,0.997788,0.035733,0.046184,79.846878
529,"[64, 128, 256, 128, 64]",5,256,0.005000,0.000100,0.100000,87108,964,1265,5760,1440,0.014399,0.119996,0.075087,0.984764,0.008941,0.991059,0.006296,800.300000,0.995548,0.051110,0.066039,15.227465,0.951436,0.153958,0.212755,93.486015,0.995437,0.051399,0.068731,24.803070,0.996632,0.043883,0.056982,36.517948
530,"[128, 256, 128]",3,256,0.005000,0.001000,0.000000,73604,1816,2000,5760,1440,0.014403,0.120012,0.069850,0.984704,0.012388,0.987612,0.002908,1055.100000,0.997641,0.036198,0.048070,13.919367,0.947025,0.162447,0.222208,112.580048,0.996002,0.048847,0.064338,31.909636,0.998149,0.031907,0.042249,109.841057
531,"[64, 128, 256, 128, 64]",5,256,0.000100,0.000100,0.000000,87108,714,1015,5760,1440,0.014412,0.120050,0.070754,0.984695,0.002505,0.997495,0.012799,636.600000,0.997931,0.035564,0.045020,15.720096,0.947254,0.160929,0.221726,111.121864,0.995991,0.048820,0.064430,26.269289,0.997606,0.037704,0.048041,19.250790
532,"[128, 256, 256, 128, 64]",5,256,0.005000,0.000010,0.200000,148036,764,1065,5760,1440,0.014439,0.120162,0.077022,0.984720,0.008924,0.991076,0.006356,734.400000,0.995320,0.051745,0.067707,17.183882,0.951815,0.153879,0.211924,84.732300,0.995795,0.052552,0.065980,26.757677,0.995949,0.049912,0.062499,61.892979
533,"[64, 128, 256, 128, 64]",5,256,0.000500,0.000000,0.200000,87108,569,870,5760,1440,0.014443,0.120177,0.077136,0.984748,0.007218,0.992782,0.008034,527.900000,0.995956,0.048398,0.062938,18.117603,0.952852,0.151993,0.209631,97.817078,0.994362,0.058205,0.076400,32.712700,0.995823,0.049950,0.063459,128.065079
