rank,hidden_dims,depth,width,lr,weight_decay,dropout,params,best_epoch,total_epochs,n_train,n_test,test_mse,test_rmse,test_mae,test_r2,train_mse,train_r2,overfit_gap,time_sec,Fx_R2,Fx_MAE,Fx_RMSE,Fx_MAPE%,Fy_R2,Fy_MAE,Fy_RMSE,Fy_MAPE%,Fz_R2,Fz_MAE,Fz_RMSE,Fz_MAPE%,Torque_R2,Torque_MAE,Torque_RMSE,Torque_MAPE%
163,"[128, 256, 256, 128]",4,256,0.000100,0.000000,0.200000,139908,996,1297,5760,1440,0.012369,0.111217,0.065298,0.986854,0.003506,0.996494,0.009640,746.800000,0.998210,0.032122,0.041878,12.746289,0.954473,0.149624,0.205995,102.181175,0.997020,0.042883,0.055549,31.281397,0.997715,0.036565,0.046938,77.741051
164,"[256, 512, 512, 256]",4,512,0.000100,0.000000,0.100000,541956,572,873,5760,1440,0.012372,0.111229,0.060685,0.986822,0.001618,0.998382,0.011560,522.000000,0.998824,0.026601,0.033948,10.995562,0.952175,0.149582,0.211131,110.875847,0.997450,0.040161,0.051386,25.040625,0.998840,0.026398,0.033439,65.392738
165,"[64, 128, 64]",3,128,0.000100,0.000010,0.000000,20420,1719,2000,5760,1440,0.012377,0.111252,0.063343,0.986830,0.004379,0.995622,0.008791,1011.600000,0.998440,0.030082,0.039098,14.911195,0.953233,0.151003,0.208782,102.493095,0.997266,0.041264,0.053203,23.803152,0.998383,0.031022,0.039488,46.958321
166,"[64, 128, 64]",3,128,0.000100,0.000000,0.000000,20420,945,1246,5760,1440,0.012381,0.111271,0.065015,0.986841,0.004892,0.995108,0.008267,808.100000,0.998092,0.034247,0.043239,16.242165,0.953993,0.151435,0.207078,90.024467,0.996866,0.043484,0.056960,21.924767,0.998413,0.030895,0.039116,83.741112
167,"[128, 256, 256, 128]",4,256,0.000500,0.001000,0.000000,139908,635,936,5760,1440,0.012383,0.111279,0.063629,0.986824,0.004203,0.995797,0.008973,584.200000,0.998168,0.033126,0.042363,12.841946,0.953448,0.147950,0.208300,114.002831,0.997411,0.040311,0.051773,22.741764,0.998270,0.033131,0.040841,47.929569
168,"[128, 256, 128]",3,256,0.000100,0.000000,0.100000,73604,600,901,5760,1440,0.012383,0.111281,0.064799,0.986833,0.003895,0.996105,0.009271,439.600000,0.998263,0.033212,0.041255,14.773158,0.953730,0.151047,0.207670,104.092972,0.997028,0.042982,0.055473,20.774652,0.998312,0.031954,0.040340,35.409340
169,"[128, 256, 512, 256, 128]",5,512,0.000500,0.000010,0.000000,338052,546,847,5760,1440,0.012387,0.111295,0.059320,0.986794,0.001193,0.998807,0.012013,551.500000,0.998768,0.026419,0.034741,10.469766,0.951661,0.151179,0.212262,105.464516,0.997898,0.034877,0.046657,19.895115,0.998851,0.024805,0.033277,56.669075
170,"[64, 128, 128, 64]",4,128,0.005000,0.000100,0.000000,37188,1129,1430,5760,1440,0.012391,0.111313,0.062557,0.986819,0.007506,0.992494,0.005676,798.400000,0.998410,0.030766,0.039463,11.641191,0.953300,0.148626,0.208632,96.281273,0.997187,0.040294,0.053968,24.633268,0.998377,0.030543,0.039560,101.693634
171,"[64, 128, 256, 256, 128]",5,256,0.001000,0.000010,0.000000,145284,954,1255,5760,1440,0.012391,0.111313,0.057881,0.986782,0.000871,0.999129,0.012347,837.100000,0.999114,0.022851,0.029459,8.568572,0.950939,0.153237,0.213841,107.278366,0.997940,0.033827,0.046186,19.057392,0.999136,0.021607,0.028868,29.943502
172,"[128, 256, 512, 256]",4,512,0.001000,0.000000,0.000000,305412,619,920,5760,1440,0.012392,0.111320,0.058360,0.986780,0.000974,0.999026,0.012246,560.000000,0.998975,0.023849,0.031695,8.338632,0.951131,0.150576,0.213421,121.807098,0.998067,0.034425,0.044735,17.701981,0.998948,0.024589,0.031848,25.366152
173,"[128, 256, 512, 256]",4,512,0.000100,0.000100,0.100000,305412,545,846,5760,1440,0.012393,0.111324,0.060850,0.986799,0.002250,0.997750,0.010951,517.100000,0.998690,0.027663,0.035819,11.388062,0.952381,0.148874,0.210675,128.417572,0.997644,0.037724,0.049393,22.697653,0.998480,0.029138,0.038281,28.942171
174,"[256, 512, 256]",3,512,0.001000,0.000100,0.100000,278276,984,1285,5760,1440,0.012398,0.111348,0.065618,0.986824,0.004392,0.995608,0.008783,698.600000,0.997194,0.041504,0.052427,12.028166,0.954767,0.146558,0.205329,123.152016,0.997356,0.039525,0.052324,21.298479,0.997981,0.034885,0.044120,24.237104
175,"[128, 256, 256, 128]",4,256,0.000100,0.000100,0.100000,139908,387,688,5760,1440,0.012400,0.111354,0.067074,0.986837,0.004452,0.995548,0.008711,409.600000,0.997672,0.037563,0.047753,14.456446,0.955454,0.148371,0.203764,100.758682,0.996787,0.044362,0.057677,26.321785,0.997436,0.037999,0.049722,34.027832
176,"[128, 256, 512, 256]",4,512,0.000100,0.001000,0.000000,305412,350,651,5760,1440,0.012400,0.111356,0.063494,0.986799,0.002820,0.997180,0.010381,403.400000,0.998366,0.031548,0.040008,10.423073,0.952996,0.150456,0.209311,97.693314,0.997563,0.039213,0.050228,21.910707,0.998272,0.032760,0.040821,42.190735
177,"[256, 512, 256]",3,512,0.000100,0.000000,0.200000,278276,422,723,5760,1440,0.012404,0.111374,0.062728,0.986801,0.003188,0.996812,0.010012,346.800000,0.998590,0.029597,0.037172,12.712759,0.952736,0.151835,0.209889,98.882034,0.997088,0.042502,0.054906,23.501158,0.998790,0.026977,0.034158,24.652197
178,"[128, 256, 128]",3,256,0.001000,0.000010,0.100000,73604,549,850,5760,1440,0.012407,0.111386,0.062865,0.986802,0.003339,0.996661,0.009859,443.500000,0.998261,0.031294,0.041277,12.836908,0.953218,0.150691,0.208814,106.978691,0.997167,0.040845,0.054161,18.626524,0.998562,0.028629,0.037240,51.326210
179,"[256, 512, 512, 256]",4,512,0.000500,0.000100,0.000000,541956,385,686,5760,1440,0.012407,0.111389,0.057813,0.986762,0.002456,0.997544,0.010782,423.500000,0.999108,0.022977,0.029556,10.473238,0.950878,0.150961,0.213974,99.654015,0.998049,0.033839,0.044949,14.752894,0.999013,0.023476,0.030841,31.558382
180,"[256, 512, 512, 256]",4,512,0.001000,0.000000,0.000000,541956,549,850,5760,1440,0.012409,0.111394,0.057348,0.986759,0.000795,0.999205,0.012447,508.400000,0.999140,0.022812,0.029032,8.498374,0.950775,0.150068,0.214199,122.209984,0.998111,0.032667,0.044230,17.973917,0.999011,0.023844,0.030880,11.558640
181,"[128, 256, 256, 128]",4,256,0.000100,0.001000,0.200000,139908,823,1124,5760,1440,0.012421,0.111451,0.063530,0.986788,0.003141,0.996859,0.010071,685.500000,0.998136,0.032954,0.042734,12.154454,0.953510,0.147899,0.208163,95.582397,0.997264,0.040293,0.053220,26.129337,0.998242,0.032973,0.041167,55.632423
182,"[64, 128, 64]",3,128,0.001000,0.000000,0.100000,20420,374,675,5760,1440,0.012423,0.111457,0.065780,0.986812,0.006650,0.993350,0.006539,325.900000,0.998013,0.033693,0.044116,15.776917,0.954851,0.148293,0.205138,89.838654,0.996542,0.045979,0.059840,27.681356,0.997840,0.035156,0.045632,95.113556
183,"[64, 128, 256, 128]",4,256,0.000100,0.001000,0.200000,78980,1315,1616,5760,1440,0.012437,0.111519,0.062780,0.986764,0.003871,0.996129,0.009365,951.000000,0.998339,0.032005,0.040334,14.094721,0.952926,0.147773,0.209466,95.227005,0.997404,0.040019,0.051847,24.547802,0.998387,0.031323,0.039438,71.329659
184,"[256, 512, 256]",3,512,0.000500,0.000100,0.100000,278276,522,823,5760,1440,0.012437,0.111520,0.065378,0.986774,0.003886,0.996114,0.009340,489.500000,0.997673,0.039228,0.047746,12.008581,0.953922,0.148758,0.207238,113.124916,0.997469,0.039181,0.051188,20.027687,0.998030,0.034343,0.043580,44.557331
185,"[64, 128, 256, 128, 64]",5,256,0.001000,0.001000,0.000000,87108,1398,1699,5760,1440,0.012438,0.111526,0.061858,0.986760,0.005134,0.994866,0.008107,1061.700000,0.997808,0.033967,0.046341,11.703999,0.952934,0.148890,0.209447,131.567291,0.997680,0.036884,0.049007,18.677780,0.998616,0.027691,0.036533,27.222952
186,"[256, 512, 512, 256]",4,512,0.001000,0.000100,0.100000,541956,499,800,5760,1440,0.012439,0.111531,0.063281,0.986784,0.004579,0.995421,0.008637,503.600000,0.998049,0.033058,0.043713,12.378915,0.954093,0.145891,0.206853,109.781281,0.996754,0.043159,0.057976,20.549864,0.998240,0.031016,0.041194,56.621841
187,"[64, 128, 256, 256, 128]",5,256,0.000100,0.000000,0.100000,145284,874,1175,5760,1440,0.012439,0.111532,0.064638,0.986788,0.003940,0.996060,0.009272,738.400000,0.998353,0.031750,0.040167,14.693630,0.954211,0.147725,0.206588,93.926910,0.996537,0.044971,0.059877,22.836697,0.998050,0.034108,0.043359,48.186268
188,"[128, 256, 512, 256]",4,512,0.000500,0.000100,0.000000,305412,339,640,5760,1440,0.012447,0.111568,0.063088,0.986752,0.003585,0.996415,0.009663,397.100000,0.997885,0.034896,0.045517,13.217683,0.953319,0.147891,0.208589,128.275635,0.997727,0.036355,0.048507,19.873705,0.998076,0.033212,0.043075,26.614052
189,"[128, 256, 512, 256]",4,512,0.000500,0.000000,0.000000,305412,452,753,5760,1440,0.012448,0.111569,0.059804,0.986737,0.001103,0.998897,0.012160,453.900000,0.998849,0.025360,0.033582,9.748311,0.951713,0.148459,0.212147,100.996658,0.997573,0.038590,0.050129,21.433125,0.998814,0.026806,0.033810,38.108795
190,"[128, 256, 512, 256]",4,512,0.005000,0.000010,0.200000,305412,874,1175,5760,1440,0.012449,0.111574,0.066660,0.986795,0.005846,0.994154,0.007359,728.900000,0.997982,0.034343,0.044460,15.024669,0.955424,0.146136,0.203832,103.429276,0.996223,0.048208,0.062534,23.688938,0.997552,0.037953,0.048585,75.367699
191,"[256, 512, 256]",3,512,0.005000,0.000000,0.100000,278276,295,596,5760,1440,0.012452,0.111588,0.063579,0.986757,0.003341,0.996659,0.009903,343.100000,0.998219,0.031994,0.041770,15.621479,0.953537,0.147818,0.208102,116.070999,0.997238,0.041046,0.053475,22.355049,0.998033,0.033458,0.043548,52.050461
192,"[128, 256, 256, 128]",4,256,0.000500,0.000100,0.000000,139908,381,682,5760,1440,0.012453,0.111593,0.061237,0.986726,0.002225,0.997775,0.011049,427.500000,0.998658,0.029045,0.036254,10.307851,0.951600,0.152530,0.212395,109.896439,0.997867,0.035847,0.046995,23.736116,0.998778,0.027527,0.034318,49.204971
193,"[256, 512, 512, 256]",4,512,0.000100,0.000100,0.200000,541956,399,700,5760,1440,0.012453,0.111594,0.063447,0.986750,0.003533,0.996467,0.009717,439.700000,0.998468,0.030397,0.038738,12.994150,0.952868,0.150684,0.209595,103.690216,0.997143,0.043019,0.054388,20.871824,0.998523,0.029688,0.037737,49.048302
194,"[256, 512, 512, 256]",4,512,0.005000,0.000000,0.000000,541956,516,817,5760,1440,0.012454,0.111600,0.056572,0.986708,0.000817,0.999183,0.012476,479.900000,0.999268,0.020503,0.026782,9.469610,0.950270,0.152009,0.215295,101.635712,0.998037,0.032866,0.045081,18.903347,0.999257,0.020909,0.026768,31.243532
195,"[128, 256, 128]",3,256,0.000100,0.000100,0.000000,73604,1042,1343,5760,1440,0.012459,0.111619,0.062829,0.986736,0.002318,0.997682,0.010947,676.200000,0.998387,0.031027,0.039753,13.583368,0.952558,0.150793,0.210284,103.731010,0.997503,0.039530,0.050845,22.361513,0.998496,0.029965,0.038084,24.514788
196,"[64, 128, 64]",3,128,0.000100,0.001000,0.200000,20420,1533,1834,5760,1440,0.012462,0.111634,0.065885,0.986766,0.005762,0.994238,0.007472,913.600000,0.997880,0.035671,0.045573,19.492260,0.954406,0.147971,0.206146,101.317223,0.996648,0.045684,0.058911,26.099068,0.998128,0.034214,0.042483,78.365883
197,"[64, 128, 64]",3,128,0.000500,0.000100,0.000000,20420,272,573,5760,1440,0.012470,0.111670,0.064862,0.986741,0.005987,0.994013,0.007272,284.600000,0.998160,0.033672,0.042460,13.918573,0.953512,0.150691,0.208158,123.335190,0.997044,0.042523,0.055319,20.785652,0.998249,0.032561,0.041083,43.923134
198,"[128, 256, 128]",3,256,0.005000,0.000000,0.100000,73604,290,591,5760,1440,0.012471,0.111675,0.065239,0.986737,0.004645,0.995355,0.008618,305.400000,0.998211,0.034134,0.041862,14.787315,0.953436,0.150107,0.208328,117.528122,0.997168,0.042406,0.054147,23.276508,0.998133,0.034308,0.042432,79.301277
199,"[256, 512, 256]",3,512,0.001000,0.000010,0.100000,278276,347,648,5760,1440,0.012472,0.111680,0.063891,0.986730,0.003308,0.996692,0.009962,386.500000,0.998319,0.033017,0.040583,11.431325,0.952965,0.150238,0.209379,139.223679,0.997259,0.041095,0.053271,20.183319,0.998376,0.031212,0.039563,34.787560
200,"[64, 128, 256, 128, 64]",5,256,0.001000,0.001000,0.100000,87108,1495,1796,5760,1440,0.012473,0.111681,0.064240,0.986741,0.005474,0.994526,0.007785,1147.600000,0.998003,0.033980,0.044225,12.606684,0.953587,0.150423,0.207991,103.555069,0.996990,0.042153,0.055826,23.085745,0.998384,0.030401,0.039476,46.615017
201,"[64, 128, 64]",3,128,0.000500,0.000000,0.100000,20420,1020,1321,5760,1440,0.012493,0.111771,0.065031,0.986722,0.005179,0.994821,0.008099,682.100000,0.998431,0.030997,0.039205,15.633760,0.953538,0.151451,0.208100,111.190613,0.996767,0.044565,0.057859,28.812719,0.998153,0.033110,0.042194,60.164875
202,"[128, 256, 128]",3,256,0.000100,0.000010,0.100000,73604,807,1108,5760,1440,0.012496,0.111784,0.062416,0.986695,0.003285,0.996715,0.010020,560.100000,0.998715,0.027605,0.035474,12.108835,0.952075,0.152425,0.211350,108.213432,0.997343,0.040934,0.052446,23.841564,0.998647,0.028702,0.036116,63.205513
203,"[128, 256, 128]",3,256,0.000100,0.000010,0.200000,73604,1088,1389,5760,1440,0.012497,0.111790,0.064721,0.986707,0.003533,0.996467,0.009760,700.600000,0.998316,0.032801,0.040619,11.935581,0.953186,0.149549,0.208887,103.259178,0.997220,0.042429,0.053647,23.395538,0.998106,0.034105,0.042733,81.024841
204,"[64, 128, 256, 256, 128]",5,256,0.005000,0.000000,0.000000,145284,305,606,5760,1440,0.012498,0.111794,0.060133,0.986684,0.002466,0.997534,0.010851,378.700000,0.998473,0.029070,0.038680,11.388775,0.951633,0.148915,0.212323,111.351646,0.997710,0.037065,0.048698,18.767677,0.998919,0.025484,0.032288,53.930843
205,"[128, 256, 512, 256, 128]",5,512,0.001000,0.000010,0.000000,338052,1178,1479,5760,1440,0.012500,0.111801,0.056977,0.986658,0.000664,0.999336,0.012679,1033.500000,0.999101,0.022454,0.029684,10.126989,0.950139,0.152759,0.215578,119.346527,0.998203,0.031782,0.043130,18.240522,0.999188,0.020913,0.027983,17.306707
206,"[128, 256, 256, 128]",4,256,0.001000,0.000010,0.000000,139908,192,493,5760,1440,0.012500,0.111804,0.062869,0.986694,0.003743,0.996257,0.009563,293.800000,0.998396,0.031304,0.039639,11.513967,0.952551,0.149037,0.210299,124.054642,0.997415,0.039990,0.051732,17.585819,0.998415,0.031145,0.039086,40.534260
207,"[256, 512, 512, 256]",4,512,0.000500,0.000010,0.000000,541956,268,569,5760,1440,0.012503,0.111817,0.060358,0.986678,0.002610,0.997390,0.010712,352.300000,0.998948,0.024747,0.032096,11.545178,0.951555,0.150379,0.212495,126.175888,0.997563,0.037943,0.050230,19.732763,0.998647,0.028362,0.036119,17.122725
208,"[256, 512, 256]",3,512,0.000100,0.000010,0.200000,278276,612,913,5760,1440,0.012506,0.111831,0.062322,0.986679,0.002644,0.997356,0.010677,442.200000,0.998684,0.028394,0.035911,13.022474,0.952011,0.150352,0.211491,108.398361,0.997608,0.039079,0.049765,23.392347,0.998413,0.031461,0.039118,53.610317
209,"[64, 128, 256, 128]",4,256,0.000500,0.000000,0.100000,78980,333,634,5760,1440,0.012506,0.111832,0.067643,0.986735,0.005253,0.994747,0.008012,355.000000,0.997456,0.039233,0.049918,16.253296,0.955349,0.147344,0.204003,93.784904,0.996327,0.047221,0.061669,25.902805,0.997808,0.036772,0.045977,25.253090
210,"[64, 128, 64]",3,128,0.001000,0.000100,0.100000,20420,1112,1413,5760,1440,0.012516,0.111875,0.065360,0.986707,0.004853,0.995147,0.008440,719.600000,0.998135,0.033925,0.042747,12.625769,0.953895,0.148842,0.207298,93.398163,0.996523,0.046552,0.059999,24.486219,0.998274,0.032120,0.040792,38.350109
211,"[128, 256, 512, 256, 128]",5,512,0.000100,0.001000,0.000000,338052,655,956,5760,1440,0.012522,0.111903,0.060781,0.986656,0.001716,0.998284,0.011628,661.800000,0.998630,0.028303,0.036633,10.586652,0.951646,0.150344,0.212295,103.697746,0.997801,0.035457,0.047713,22.675993,0.998546,0.029018,0.037435,20.665213
212,"[256, 512, 512, 256]",4,512,0.001000,0.000000,0.100000,541956,205,506,5760,1440,0.012523,0.111905,0.064105,0.986689,0.003971,0.996029,0.009339,303.300000,0.998412,0.030629,0.039435,12.042001,0.953410,0.150284,0.208386,123.585831,0.996819,0.043404,0.057390,24.419233,0.998115,0.032100,0.042628,86.181786
213,"[256, 512, 256]",3,512,0.001000,0.000000,0.200000,278276,187,488,5760,1440,0.012531,0.111941,0.067418,0.986697,0.005947,0.994053,0.007356,282.100000,0.997777,0.036544,0.046667,13.223887,0.954685,0.149799,0.205516,95.973061,0.996630,0.046057,0.059072,27.862200,0.997698,0.037273,0.047106,63.227024
214,"[64, 128, 256, 128, 64]",5,256,0.001000,0.000010,0.000000,87108,318,619,5760,1440,0.012539,0.111978,0.061039,0.986647,0.002661,0.997339,0.010692,372.500000,0.998679,0.027753,0.035971,12.350339,0.951883,0.150229,0.211775,101.199196,0.997455,0.037921,0.051334,19.508104,0.998570,0.028252,0.037134,16.789421
215,"[64, 128, 256, 128]",4,256,0.005000,0.000000,0.000000,78980,252,553,5760,1440,0.012540,0.111984,0.061208,0.986638,0.003548,0.996452,0.009814,309.400000,0.998831,0.027059,0.033842,9.949712,0.951247,0.153229,0.213168,137.609695,0.997535,0.039312,0.050523,21.155445,0.998939,0.025232,0.031984,39.398106
216,"[128, 256, 512, 256]",4,512,0.001000,0.001000,0.000000,305412,1114,1415,5760,1440,0.012541,0.111985,0.063187,0.986653,0.006270,0.993730,0.007077,880.300000,0.997982,0.034346,0.044466,11.624406,0.952547,0.150543,0.210307,115.878426,0.997483,0.039578,0.051051,20.297947,0.998600,0.028280,0.036745,24.524311
217,"[64, 128, 64]",3,128,0.001000,0.000000,0.200000,20420,918,1219,5760,1440,0.012542,0.111989,0.066970,0.986692,0.005586,0.994414,0.007722,609.400000,0.997514,0.037775,0.049345,17.939558,0.954983,0.147319,0.204839,104.873734,0.996524,0.045977,0.059990,23.256767,0.997745,0.036811,0.046623,39.273155
